source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]
3m__BH9_01_1198.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH9_01_1198.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH9_01_1198.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BH10_01_1199.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH10_01_1199.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH10_01_1199.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BH11_01_1200.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH11_01_1200.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH11_01_1200.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BH12_01_1201.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH12_01_1201.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH12_01_1201.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD11_01_1253.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD11_01_1253.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD11_01_1253.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD12_01_1254.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD12_01_1254.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD12_01_1254.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE1_01_1255.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE1_01_1255.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE1_01_1255.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE2_01_1256.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE2_01_1256.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE2_01_1256.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE3_01_1257.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE3_01_1257.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE3_01_1257.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE4_01_1258.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE4_01_1258.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE4_01_1258.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE5_01_1259.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE5_01_1259.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE5_01_1259.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE6_01_1260.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE6_01_1260.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE6_01_1260.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE7_01_1261.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE7_01_1261.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE7_01_1261.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE8_01_1262.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE8_01_1262.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE8_01_1262.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE9_01_1263.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE9_01_1263.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE9_01_1263.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE10_01_1264.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE10_01_1264.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE10_01_1264.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE11_01_1265.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE11_01_1265.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE11_01_1265.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BE12_01_1266.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE12_01_1266.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE12_01_1266.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BG10_01_1288.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG10_01_1288.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG10_01_1288.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BG11_01_1289.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG11_01_1289.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG11_01_1289.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BG12_01_1290.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG12_01_1290.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG12_01_1290.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH1_01_1291.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH1_01_1291.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH1_01_1291.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH2_01_1292.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH2_01_1292.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH2_01_1292.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH3_01_1293.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH3_01_1293.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH3_01_1293.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH4_01_1294.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH4_01_1294.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH4_01_1294.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH5_01_1295.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH5_01_1295.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH5_01_1295.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH6_01_1296.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH6_01_1296.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH6_01_1296.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH7_01_1297.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH7_01_1297.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH7_01_1297.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH8_01_1298.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH8_01_1298.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH8_01_1298.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH9_01_1299.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH9_01_1299.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH9_01_1299.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH10_01_1300.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH10_01_1300.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH10_01_1300.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH11_01_1301.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH11_01_1301.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH11_01_1301.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BH12_01_1302.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH12_01_1302.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH12_01_1302.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BH9_01_1399.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH9_01_1399.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH9_01_1399.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BH10_01_1400.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH10_01_1400.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH10_01_1400.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BH11_01_1401.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH11_01_1401.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH11_01_1401.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BH12_01_1402.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH12_01_1402.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH12_01_1402.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BB12_01_1842.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB12_01_1842.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB12_01_1842.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
11m__BC12_01_1854.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC12_01_1854.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC12_01_1854.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BG12_01_2106.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG12_01_2106.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG12_01_2106.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD1_01_2161.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD1_01_2161.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD1_01_2161.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD2_01_2162.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD2_01_2162.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD2_01_2162.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD3_01_2163.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD3_01_2163.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD3_01_2163.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD4_01_2164.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD4_01_2164.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD4_01_2164.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD5_01_2165.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD5_01_2165.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD5_01_2165.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD6_01_2166.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD6_01_2166.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD6_01_2166.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD7_01_2167.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD7_01_2167.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD7_01_2167.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD8_01_2168.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD8_01_2168.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD8_01_2168.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD9_01_2169.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD9_01_2169.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD9_01_2169.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD10_01_2170.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD10_01_2170.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD10_01_2170.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD11_01_2171.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD11_01_2171.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD11_01_2171.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BD12_01_2172.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD12_01_2172.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD12_01_2172.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE1_01_2173.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE1_01_2173.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE1_01_2173.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE2_01_2174.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE2_01_2174.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE2_01_2174.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE3_01_2175.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE3_01_2175.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE3_01_2175.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE4_01_2176.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE4_01_2176.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE4_01_2176.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE5_01_2177.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE5_01_2177.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE5_01_2177.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE6_01_2178.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE6_01_2178.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE6_01_2178.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE7_01_2179.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE7_01_2179.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE7_01_2179.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE8_01_2180.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE8_01_2180.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE8_01_2180.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE9_01_2181.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE9_01_2181.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE9_01_2181.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE10_01_2182.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE10_01_2182.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE10_01_2182.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE11_01_2183.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE11_01_2183.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE11_01_2183.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BE12_01_2184.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE12_01_2184.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BE12_01_2184.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF1_01_2185.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF1_01_2185.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF1_01_2185.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF2_01_2186.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF2_01_2186.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF2_01_2186.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF3_01_2187.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF3_01_2187.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF3_01_2187.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF4_01_2188.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF4_01_2188.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF4_01_2188.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF5_01_2189.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF5_01_2189.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF5_01_2189.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF6_01_2190.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF6_01_2190.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF6_01_2190.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF7_01_2191.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF7_01_2191.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF7_01_2191.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF8_01_2192.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF8_01_2192.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF8_01_2192.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF9_01_2193.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF9_01_2193.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF9_01_2193.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF10_01_2194.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF10_01_2194.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF10_01_2194.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF11_01_2195.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF11_01_2195.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF11_01_2195.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BF12_01_2196.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF12_01_2196.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BF12_01_2196.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BG1_01_2197.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG1_01_2197.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG1_01_2197.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BG2_01_2198.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG2_01_2198.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG2_01_2198.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BG3_01_2199.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG3_01_2199.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG3_01_2199.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BG4_01_2200.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG4_01_2200.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG4_01_2200.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BG5_01_2201.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG5_01_2201.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG5_01_2201.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BG6_01_2202.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG6_01_2202.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG6_01_2202.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
