source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[separation]	comment[ionization]	comment[internalstandard]	comment[extraction]	comment[cleavage agent details]
72	not applicable	not applicable	not applicable	blank_analysis	72	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG1_01_2302.mzXML	m15__BG1_01_2302.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	72	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
73	not applicable	not applicable	not applicable	blank_analysis	73	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG2_01_2303.mzXML	m15__BG2_01_2303.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	73	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
74	not applicable	not applicable	not applicable	blank_analysis	74	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG3_01_2304.mzXML	m15__BG3_01_2304.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	74	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
75	not applicable	not applicable	not applicable	blank_analysis	75	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG4_01_2305.mzXML	m15__BG4_01_2305.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	75	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
76	not applicable	not applicable	not applicable	blank_extraction	76	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH6_01_1095.mzXML	2m__BH6_01_1095.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	76	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
77	not applicable	not applicable	not applicable	blank_extraction	77	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH7_01_1096.mzXML	2m__BH7_01_1096.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	77	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
78	not applicable	not applicable	not applicable	blank_extraction	78	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH8_01_1097.mzXML	2m__BH8_01_1097.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	78	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
79	not applicable	not applicable	not applicable	blank_extraction	79	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH9_01_1098.mzXML	2m__BH9_01_1098.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	79	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
80	not applicable	not applicable	not applicable	blank_extraction	80	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH10_01_1099.mzXML	2m__BH10_01_1099.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	80	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
81	not applicable	not applicable	not applicable	blank_extraction	81	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH11_01_1100.mzXML	2m__BH11_01_1100.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	81	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
82	not applicable	not applicable	not applicable	blank_extraction	82	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH12_01_1101.mzXML	2m__BH12_01_1101.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	82	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
83	not applicable	not applicable	not applicable	blank_extraction	83	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BF1_01_1166.mzXML	3m__BF1_01_1166.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	83	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
84	not applicable	not applicable	not applicable	blank_extraction	84	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BF2_01_1167.mzXML	3m__BF2_01_1167.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	84	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
85	not applicable	not applicable	not applicable	blank_extraction	85	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BF3_01_1168.mzXML	3m__BF3_01_1168.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	85	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
86	not applicable	not applicable	not applicable	blank_extraction	86	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH8_01_1197.mzXML	3m__BH8_01_1197.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	86	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
87	not applicable	not applicable	not applicable	blank_extraction	87	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH9_01_1198.mzXML	3m__BH9_01_1198.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	87	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
88	not applicable	not applicable	not applicable	blank_extraction	88	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH10_01_1199.mzXML	3m__BH10_01_1199.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	88	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
89	not applicable	not applicable	not applicable	blank_extraction	89	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH11_01_1200.mzXML	3m__BH11_01_1200.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	89	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
90	not applicable	not applicable	not applicable	blank_extraction	90	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BH12_01_1201.mzXML	3m__BH12_01_1201.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	90	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
91	not applicable	not applicable	not applicable	blank_extraction	91	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD11_01_1253.mzXML	4m__BD11_01_1253.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	91	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
92	not applicable	not applicable	not applicable	blank_extraction	92	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD12_01_1254.mzXML	4m__BD12_01_1254.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	92	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
93	not applicable	not applicable	not applicable	blank_extraction	93	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE1_01_1255.mzXML	4m__BE1_01_1255.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	93	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
94	not applicable	not applicable	not applicable	blank_extraction	94	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE2_01_1256.mzXML	4m__BE2_01_1256.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	94	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
95	not applicable	not applicable	not applicable	blank_extraction	95	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE3_01_1257.mzXML	4m__BE3_01_1257.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	95	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
96	not applicable	not applicable	not applicable	blank_extraction	96	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE4_01_1258.mzXML	4m__BE4_01_1258.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	96	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
97	not applicable	not applicable	not applicable	blank_extraction	97	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE5_01_1259.mzXML	4m__BE5_01_1259.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	97	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
98	not applicable	not applicable	not applicable	blank_extraction	98	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE6_01_1260.mzXML	4m__BE6_01_1260.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	98	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
99	not applicable	not applicable	not applicable	blank_extraction	99	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE7_01_1261.mzXML	4m__BE7_01_1261.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	99	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
100	not applicable	not applicable	not applicable	blank_extraction	100	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE8_01_1262.mzXML	4m__BE8_01_1262.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	100	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
101	not applicable	not applicable	not applicable	blank_extraction	101	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE9_01_1263.mzXML	4m__BE9_01_1263.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	101	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
102	not applicable	not applicable	not applicable	blank_extraction	102	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE10_01_1264.mzXML	4m__BE10_01_1264.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	102	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
103	not applicable	not applicable	not applicable	blank_extraction	103	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE11_01_1265.mzXML	4m__BE11_01_1265.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	103	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
104	not applicable	not applicable	not applicable	blank_extraction	104	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BE12_01_1266.mzXML	4m__BE12_01_1266.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	104	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
105	not applicable	not applicable	not applicable	blank_extraction	105	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG10_01_1288.mzXML	4m__BG10_01_1288.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	105	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
106	not applicable	not applicable	not applicable	blank_extraction	106	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG11_01_1289.mzXML	4m__BG11_01_1289.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	106	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
107	not applicable	not applicable	not applicable	blank_extraction	107	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG12_01_1290.mzXML	4m__BG12_01_1290.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	107	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
108	not applicable	not applicable	not applicable	blank_extraction	108	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH1_01_1291.mzXML	4m__BH1_01_1291.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	108	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
109	not applicable	not applicable	not applicable	blank_extraction	109	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH2_01_1292.mzXML	4m__BH2_01_1292.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	109	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
110	not applicable	not applicable	not applicable	blank_extraction	110	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH3_01_1293.mzXML	4m__BH3_01_1293.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	110	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
111	not applicable	not applicable	not applicable	blank_extraction	111	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH4_01_1294.mzXML	4m__BH4_01_1294.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	111	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
112	not applicable	not applicable	not applicable	blank_extraction	112	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH5_01_1295.mzXML	4m__BH5_01_1295.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	112	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
113	not applicable	not applicable	not applicable	blank_extraction	113	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH6_01_1296.mzXML	4m__BH6_01_1296.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	113	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
114	not applicable	not applicable	not applicable	blank_extraction	114	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH7_01_1297.mzXML	4m__BH7_01_1297.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	114	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
115	not applicable	not applicable	not applicable	blank_extraction	115	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH8_01_1298.mzXML	4m__BH8_01_1298.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	115	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
116	not applicable	not applicable	not applicable	blank_extraction	116	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH9_01_1299.mzXML	4m__BH9_01_1299.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	116	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
117	not applicable	not applicable	not applicable	blank_extraction	117	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH10_01_1300.mzXML	4m__BH10_01_1300.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	117	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
118	not applicable	not applicable	not applicable	blank_extraction	118	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH11_01_1301.mzXML	4m__BH11_01_1301.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	118	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
119	not applicable	not applicable	not applicable	blank_extraction	119	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BH12_01_1302.mzXML	4m__BH12_01_1302.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	119	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
120	not applicable	not applicable	not applicable	blank_extraction	120	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH9_01_1399.mzXML	5m__BH9_01_1399.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	120	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
121	not applicable	not applicable	not applicable	blank_extraction	121	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH10_01_1400.mzXML	5m__BH10_01_1400.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	121	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
122	not applicable	not applicable	not applicable	blank_extraction	122	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH11_01_1401.mzXML	5m__BH11_01_1401.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	122	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
123	not applicable	not applicable	not applicable	blank_extraction	123	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BH12_01_1402.mzXML	5m__BH12_01_1402.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	123	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
124	not applicable	not applicable	not applicable	blank_extraction	124	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BB12_01_1842.mzXML	11m__BB12_01_1842.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	124	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
125	not applicable	not applicable	not applicable	blank_extraction	125	f.MSV000078556/ccms_peak/Human_Swabs/Woman/11m__BC12_01_1854.mzXML	11m__BC12_01_1854.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	125	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
126	not applicable	not applicable	not applicable	blank_extraction	126	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG12_01_2106.mzXML	13m__BG12_01_2106.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	126	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
127	not applicable	not applicable	not applicable	blank_extraction	127	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD1_01_2161.mzXML	14m__BD1_01_2161.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	127	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
128	not applicable	not applicable	not applicable	blank_extraction	128	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD2_01_2162.mzXML	14m__BD2_01_2162.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	128	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
129	not applicable	not applicable	not applicable	blank_extraction	129	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BD3_01_2163.mzXML	14m__BD3_01_2163.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	129	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
