source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	Technology Type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]	factor value[enrichment process]
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 39	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06192.RAW	11	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 40	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06193.RAW	12	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 41	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06194.RAW	13	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 42	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06195.RAW	14	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 43	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06198.RAW	15	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 44	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06199.RAW	16	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 45	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06200.RAW	17	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 46	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06201.RAW	18	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 47	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06203.RAW	19	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 48	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06204.RAW	20	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 49	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06205.RAW	21	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 50	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06206.RAW	22	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 51	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06207.RAW	23	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 52	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06209.RAW	24	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 53	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06210.RAW	25	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 54	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06211.RAW	26	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 55	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06212.RAW	27	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 2	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 56	proteomic profiling by mass spectrometry	BrownFat_Phosphorylation_o06213.RAW	28	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 57	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05346.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 58	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05347.RAW	2	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 59	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05348.RAW	3	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 60	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05349.RAW	4	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 61	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05351.RAW	5	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 62	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05352.RAW	6	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 63	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05353.RAW	7	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 64	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05354.RAW	8	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 65	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05356.RAW	9	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 66	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05357.RAW	10	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 67	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05358.RAW	11	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 68	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05359.RAW	12	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 69	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05361.RAW	13	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 70	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05362.RAW	14	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 71	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05384.RAW	15	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 72	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05385.RAW	16	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 73	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05386.RAW	17	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 74	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05387.RAW	18	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 75	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05389.RAW	19	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 76	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05390.RAW	20	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
Sample 3	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	enrichment of phosphorylated Protein	run 77	proteomic profiling by mass spectrometry	Heart_Phosphorylation_o05391.RAW	21	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	enrichment of phosphorylated Protein
