source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	material type	assay name	technology type	comment[file uri]	comment[fraction identifier]	comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD002192-Sample-143	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 143	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS5.raw	1	HTS5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-144	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 144	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS6.raw	1	HTS6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-145	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 145	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE1.raw	1	HTSE1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-146	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 146	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE2.raw	1	HTSE2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-147	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 147	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE3.raw	1	HTSE3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-148	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 148	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE4.raw	1	HTSE4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-149	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 149	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE5.raw	1	HTSE5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-150	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 150	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE6.raw	1	HTSE6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-151	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 151	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xL1.raw	1	MCF5xL1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-152	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 152	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xL2.raw	1	MCF5xL2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-153	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 153	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xL3.raw	1	MCF5xL3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-154	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 154	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xL4.raw	1	MCF5xL4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-155	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 155	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xL5.raw	1	MCF5xL5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-156	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 156	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xL6.raw	1	MCF5xL6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-157	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 157	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFL1.raw	1	MCFL1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-158	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 158	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFL2.raw	1	MCFL2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-159	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 159	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFL3.raw	1	MCFL3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-160	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 160	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFL4.raw	1	MCFL4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-161	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 161	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFL5.raw	1	MCFL5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-162	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 162	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFL6.raw	1	MCFL6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-163	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	3	not available	Cell line	run 163	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFLE1.raw	1	MCFLE1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-164	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	3	not available	Cell line	run 164	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFLE2.raw	1	MCFLE2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-165	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	3	not available	Cell line	run 165	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFLE3.raw	1	MCFLE3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-166	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	3	not available	Cell line	run 166	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFLE4.raw	1	MCFLE4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-167	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	3	not available	Cell line	run 167	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFLE5.raw	1	MCFLE5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-168	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	3	not available	Cell line	run 168	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFLE6.raw	1	MCFLE6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-169	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 169	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xS1.raw	1	MCF5xS1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-170	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 170	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xS2.raw	1	MCF5xS2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-171	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 171	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xS3.raw	1	MCF5xS3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-172	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 172	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xS4.raw	1	MCF5xS4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-173	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 173	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xS5.raw	1	MCF5xS5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-174	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	1	not available	Cell line	run 174	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCF5xS6.raw	1	MCF5xS6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-175	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 175	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFS1.raw	1	MCFS1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-176	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 176	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFS2.raw	1	MCFS2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-177	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 177	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFS3.raw	1	MCFS3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
PXD002192-Sample-178	Homo sapiens	Breast	not available	not available	female	Breast Adenocarcinoma	Cancerous cell	MCF-7	not available	Disease	not available	2	not available	Cell line	run 178	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MCFS4.raw	1	MCFS4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MCF-7
