source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[file uri]	comment[instrument]	comment[MS2 analyzer type]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]
Sample 137	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 48	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d9_12_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d9_12_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 225	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 49	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d15_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d15_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 33	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 50	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d3_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d3_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 145	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 51	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d10_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d10_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 193	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 52	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 81	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 53	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d6_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d6_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 113	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 54	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d8_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d8_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 129	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 55	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d9_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d9_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 121	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 56	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d8_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d8_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 17	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 57	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d2_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d2_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 49	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 58	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d4_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d4_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 89	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 59	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d6_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d6_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 33	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 60	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d3_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d3_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 233	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 61	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d15_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d15_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 209	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 62	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d14_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d14_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 225	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 63	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d15_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d15_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 25	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 64	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d2_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d2_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 41	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 65	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d3_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d3_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 169	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 66	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d11_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d11_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 145	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 67	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d10_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d10_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 161	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 68	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d11_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d11_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 193	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 69	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 209	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 70	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d14_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d14_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 233	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 71	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d15_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d15_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 201	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 72	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 9	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 73	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d1_12_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d1_12_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 25	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 74	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d2_12_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d2_12_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 217	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 75	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d14_24_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d14_24_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 121	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 76	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d8_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d8_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 33	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 77	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d3_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d3_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 89	Anaerostipes caccae	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 78	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d6_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d6_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
