source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cultured cell]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	factor value[bait]
MCP_ky_0002056_LCK_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002056	0	0	Label free	MCP_ky_0002056_0172_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P06240
MCP_ky_0002057_NUP107_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002057	0	0	Label free	MCP_ky_0002057_0168_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8BH74
MCP_ky_0002057_NUP107_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002057	0	0	Label free	MCP_ky_0002057_0215_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8BH74
MCP_ky_0002057_NUP107_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002057	0	0	Label free	MCP_ky_0002057_0216_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8BH74
MCP_ky_0002059_NUP155_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002059	0	0	Label free	MCP_ky_0002059_0074_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99P88
MCP_ky_0002059_NUP155_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002059	0	0	Label free	MCP_ky_0002059_0157_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99P88
MCP_ky_0002059_NUP155_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002059	0	0	Label free	MCP_ky_0002059_0163_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99P88
MCP_ky_0002061_SNW1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002061	0	0	Label free	MCP_ky_0002061_0060_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CSN1
MCP_ky_0002061_SNW1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002061	0	0	Label free	MCP_ky_0002061_0073_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CSN1
MCP_ky_0002061_SNW1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002061	0	0	Label free	MCP_ky_0002061_0074_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CSN1
MCP_ky_0002063_NUP188_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002063	0	0	Label free	MCP_ky_0002063_0167_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZQH8
MCP_ky_0002063_NUP188_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002063	0	0	Label free	MCP_ky_0002063_0168_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZQH8
MCP_ky_0002063_NUP188_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002063	0	0	Label free	MCP_ky_0002063_0172_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZQH8
MCP_ky_0002063_NUP188_4	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002063	0	0	Label free	MCP_ky_0002063_0230_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZQH8
MCP_ky_0002063_NUP188_5	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002063	0	0	Label free	MCP_ky_0002063_0232_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZQH8
MCP_ky_0002063_NUP188_6	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0002063	0	0	Label free	MCP_ky_0002063_0233_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZQH8
MCP_ky_0002064_RPL35_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002064	0	0	Label free	MCP_ky_0002064_0173_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZWV7
MCP_ky_0002064_RPL35_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002064	0	0	Label free	MCP_ky_0002064_0174_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZWV7
MCP_ky_0002064_RPL35_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002064	0	0	Label free	MCP_ky_0002064_0178_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZWV7
MCP_ky_0002066_PCNA_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002066	0	0	Label free	MCP_ky_0002066_0173_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P17918
MCP_ky_0002066_PCNA_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002066	0	0	Label free	MCP_ky_0002066_0174_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P17918
MCP_ky_0002066_PCNA_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002066	0	0	Label free	MCP_ky_0002066_0178_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P17918
MCP_ky_0002066_PCNA_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002066	0	0	Label free	MCP_ky_0002066_0231_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P17918
MCP_ky_0002066_PCNA_4	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002066	0	0	Label free	MCP_ky_0002066_0232_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P17918
MCP_ky_0002066_PCNA_5	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002066	0	0	Label free	MCP_ky_0002066_0233_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P17918
MCP_ky_0002067_PPP1R10_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002067	0	0	Label free	MCP_ky_0002067_0167_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80W00
MCP_ky_0002067_PPP1R10_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002067	0	0	Label free	MCP_ky_0002067_0168_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80W00
MCP_ky_0002067_PPP1R10_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002067	0	0	Label free	MCP_ky_0002067_0172_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80W00
MCP_ky_0002067_PPP1R10_4	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002067	0	0	Label free	MCP_ky_0002067_0224_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80W00
MCP_ky_0002067_PPP1R10_5	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002067	0	0	Label free	MCP_ky_0002067_0225_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80W00
MCP_ky_0002067_PPP1R10_6	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0002067	0	0	Label free	MCP_ky_0002067_0226_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80W00
MCP_ky_0002070_RANBP2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002070	0	0	Label free	MCP_ky_0002070_0060_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9ERU9
MCP_ky_0002070_RANBP2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002070	0	0	Label free	MCP_ky_0002070_0073_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9ERU9
MCP_ky_0002070_RANBP2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002070	0	0	Label free	MCP_ky_0002070_0074_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9ERU9
MCP_ky_0002073_KIFC1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002073	0	0	Label free	MCP_ky_0002073_0167_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9PUA5
MCP_ky_0002073_KIFC1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002073	0	0	Label free	MCP_ky_0002073_0170_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9PUA5
MCP_ky_0002073_KIFC1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002073	0	0	Label free	MCP_ky_0002073_0171_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9PUA5
MCP_ky_0002074_ZW10_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002074	0	0	Label free	MCP_ky_0002074_0121_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O54692
MCP_ky_0002074_ZW10_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002074	0	0	Label free	MCP_ky_0002074_0137_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O54692
MCP_ky_0002074_ZW10_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002074	0	0	Label free	MCP_ky_0002074_0167_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O54692
MCP_ky_0002075_M6PR_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002075	0	0	Label free	MCP_ky_0002075_0066_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P24668
MCP_ky_0002075_M6PR_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002075	0	0	Label free	MCP_ky_0002075_0104_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P24668
MCP_ky_0002075_M6PR_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002075	0	0	Label free	MCP_ky_0002075_0109_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P24668
MCP_ky_0002076_NEK9_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002076	0	0	Label free	MCP_ky_0002076_0093_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8K1R7
MCP_ky_0002076_NEK9_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002076	0	0	Label free	MCP_ky_0002076_0111_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8K1R7
MCP_ky_0002076_NEK9_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002076	0	0	Label free	MCP_ky_0002076_0112_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8K1R7
MCP_ky_0002088_TPX2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002088	0	0	Label free	MCP_ky_0002088_0046_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q9ULW0
MCP_ky_0002088_TPX2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002088	0	0	Label free	MCP_ky_0002088_0085_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q9ULW0
MCP_ky_0002088_TPX2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002088	0	0	Label free	MCP_ky_0002088_0104_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q9ULW0
MCP_ky_0002094_RAB5B_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002094	0	0	Label free	MCP_ky_0002094_0060_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P61021
MCP_ky_0002094_RAB5B_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002094	0	0	Label free	MCP_ky_0002094_0073_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P61021
MCP_ky_0002094_RAB5B_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002094	0	0	Label free	MCP_ky_0002094_0074_46_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P61021
MCP_ky_0002096_RAB7A_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002096	0	0	Label free	MCP_ky_0002096_0044_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P51150
MCP_ky_0002096_RAB7A_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002096	0	0	Label free	MCP_ky_0002096_0097_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P51150
MCP_ky_0002096_RAB7A_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002096	0	0	Label free	MCP_ky_0002096_0098_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P51150
MCP_ky_0002098_SPCS2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002098	0	0	Label free	MCP_ky_0002098_0215_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CYN2
MCP_ky_0002098_SPCS2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002098	0	0	Label free	MCP_ky_0002098_0216_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CYN2
MCP_ky_0002098_SPCS2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002098	0	0	Label free	MCP_ky_0002098_0222_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CYN2
MCP_ky_0002099_SKA1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002099	0	0	Label free	MCP_ky_0002099_0144_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96BD8
MCP_ky_0002099_SKA1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002099	0	0	Label free	MCP_ky_0002099_0146_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96BD8
MCP_ky_0002099_SKA1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002099	0	0	Label free	MCP_ky_0002099_0148_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96BD8
MCP_ky_0002100_SKA1_4	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002100	0	0	Label free	MCP_ky_0002100_0054_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CPV1
MCP_ky_0002100_SKA1_5	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002100	0	0	Label free	MCP_ky_0002100_0073_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CPV1
MCP_ky_0002100_SKA1_6	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0002100	0	0	Label free	MCP_ky_0002100_0109_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CPV1
MCP_ky_0002121_CEP120_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002121	0	0	Label free	MCP_ky_0002121_0063_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7TSG1
MCP_ky_0002121_CEP120_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002121	0	0	Label free	MCP_ky_0002121_0088_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7TSG1
MCP_ky_0002121_CEP120_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002121	0	0	Label free	MCP_ky_0002121_0089_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7TSG1
MCP_ky_0002150_DYNC1LI1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002150	0	0	Label free	MCP_ky_0002150_0169_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8R1Q8
MCP_ky_0002150_DYNC1LI1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002150	0	0	Label free	MCP_ky_0002150_0170_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8R1Q8
MCP_ky_0002150_DYNC1LI1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002150	0	0	Label free	MCP_ky_0002150_0171_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8R1Q8
MCP_ky_0002156_CDC16_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002156	0	0	Label free	MCP_ky_0002156_0081_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8R349
MCP_ky_0002156_CDC16_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002156	0	0	Label free	MCP_ky_0002156_0112_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8R349
MCP_ky_0002156_CDC16_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002156	0	0	Label free	MCP_ky_0002156_0121_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8R349
MCP_ky_0002157_CDC16_4	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002157	0	0	Label free	MCP_ky_0002157_0060_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q13042
MCP_ky_0002157_CDC16_5	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002157	0	0	Label free	MCP_ky_0002157_0074_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q13042
MCP_ky_0002157_CDC16_6	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0002157	0	0	Label free	MCP_ky_0002157_0105_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q13042
MCP_ky_0002159_BUB1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002159	0	0	Label free	MCP_ky_0002159_0186_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A2APR8
MCP_ky_0002159_BUB1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002159	0	0	Label free	MCP_ky_0002159_0187_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A2APR8
MCP_ky_0002159_BUB1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002159	0	0	Label free	MCP_ky_0002159_0188_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A2APR8
MCP_ky_0002160_BUB1B_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002160	0	0	Label free	MCP_ky_0002160_0167_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9Z1S0
MCP_ky_0002160_BUB1B_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002160	0	0	Label free	MCP_ky_0002160_0168_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9Z1S0
MCP_ky_0002160_BUB1B_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002160	0	0	Label free	MCP_ky_0002160_0172_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9Z1S0
MCP_ky_0002162_CDC20_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002162	0	0	Label free	MCP_ky_0002162_0094_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9JJ66
MCP_ky_0002162_CDC20_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002162	0	0	Label free	MCP_ky_0002162_0111_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9JJ66
MCP_ky_0002162_CDC20_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002162	0	0	Label free	MCP_ky_0002162_0112_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9JJ66
MCP_ky_0002165_MIS12_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002165	0	0	Label free	MCP_ky_0002165_0167_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CY25
MCP_ky_0002165_MIS12_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002165	0	0	Label free	MCP_ky_0002165_0168_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CY25
MCP_ky_0002165_MIS12_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002165	0	0	Label free	MCP_ky_0002165_0172_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CY25
MCP_ky_0002166_NotAvailable_1	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002166	0	0	Label free	MCP_ky_0002166_0168_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0002166_NotAvailable_2	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002166	0	0	Label free	MCP_ky_0002166_0171_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0002166_NotAvailable_3	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002166	0	0	Label free	MCP_ky_0002166_0172_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0002175_FGFR1OP_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002175	0	0	Label free	MCP_ky_0002175_0169_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95684
MCP_ky_0002175_FGFR1OP_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002175	0	0	Label free	MCP_ky_0002175_0170_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95684
MCP_ky_0002175_FGFR1OP_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002175	0	0	Label free	MCP_ky_0002175_0171_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95684
MCP_ky_0002189_RAB5C_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002189	0	0	Label free	MCP_ky_0002189_0046_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35278
MCP_ky_0002189_RAB5C_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002189	0	0	Label free	MCP_ky_0002189_0149_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35278
MCP_ky_0002189_RAB5C_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002189	0	0	Label free	MCP_ky_0002189_0192_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35278
MCP_ky_0002191_CDC42_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002191	0	0	Label free	MCP_ky_0002191_0169_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P60953
MCP_ky_0002191_CDC42_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002191	0	0	Label free	MCP_ky_0002191_0170_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P60953
MCP_ky_0002191_CDC42_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002191	0	0	Label free	MCP_ky_0002191_0171_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P60953
MCP_ky_0002192_CHORDC1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002192	0	0	Label free	MCP_ky_0002192_0169_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9UHD1
MCP_ky_0002192_CHORDC1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002192	0	0	Label free	MCP_ky_0002192_0170_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9UHD1
