source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	material type	characteristics[biological replicate]	characteristics[synthetic peptide]	assay name	technology type	comment[label]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[dissociation method]	comment[dissociation method]	comment[HCD collision energy]	comment[HCD collision energy]	comment[HCD collision energy]	comment[CID collision energy]	comment[EThcD collision energy]	comment[ETciD collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	comment[technical replicate]
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_5	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GE1-TUM_first_pool_5_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GE1-TUM_first_pool_5_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_13	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GE2-TUM_first_pool_13_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GE2-TUM_first_pool_13_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_21	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GE3-TUM_first_pool_21_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GE3-TUM_first_pool_21_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_29	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GE4-TUM_first_pool_29_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GE4-TUM_first_pool_29_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GE5-TUM_first_pool_37_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GE5-TUM_first_pool_37_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_6	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GF1-TUM_first_pool_6_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GF1-TUM_first_pool_6_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_14	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GF2-TUM_first_pool_14_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GF2-TUM_first_pool_14_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_22	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GF3-TUM_first_pool_22_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GF3-TUM_first_pool_22_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_30	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GF4-TUM_first_pool_30_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GF4-TUM_first_pool_30_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GF5-TUM_first_pool_38_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GF5-TUM_first_pool_38_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_7	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GG1-TUM_first_pool_7_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GG1-TUM_first_pool_7_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_15	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GG2-TUM_first_pool_15_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GG2-TUM_first_pool_15_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_23	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GG3-TUM_first_pool_23_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GG3-TUM_first_pool_23_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_31	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GG4-TUM_first_pool_31_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GG4-TUM_first_pool_31_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GG5-TUM_first_pool_39_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GG5-TUM_first_pool_39_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_8	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GH1-TUM_first_pool_8_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GH1-TUM_first_pool_8_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_16	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GH2-TUM_first_pool_16_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GH2-TUM_first_pool_16_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_24	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GH3-TUM_first_pool_24_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GH3-TUM_first_pool_24_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_32	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GH4-TUM_first_pool_32_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GH4-TUM_first_pool_32_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01625b_GH5-TUM_first_pool_40_01_01-2xIT_2xHCD-1h-R1.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01625b_GH5-TUM_first_pool_40_01_01-2xIT_2xHCD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	SRM_Pool_33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01640a_BA5-Thermo_SRM_Pool_33_01_01-2xIT_2xHCD-1h-R4.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01640a_BA5-Thermo_SRM_Pool_33_01_01-2xIT_2xHCD-1h-R4.raw	4
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	SRM_Pool_34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01640a_BB5-Thermo_SRM_Pool_34_01_01-2xIT_2xHCD-1h-R4.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01640a_BB5-Thermo_SRM_Pool_34_01_01-2xIT_2xHCD-1h-R4.raw	4
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	SRM_Pool_35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01640a_BC5-Thermo_SRM_Pool_35_01_01-2xIT_2xHCD-1h-R4.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01640a_BC5-Thermo_SRM_Pool_35_01_01-2xIT_2xHCD-1h-R4.raw	4
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	SRM_Pool_36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01640a_BD5-Thermo_SRM_Pool_36_01_01-2xIT_2xHCD-1h-R4.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01640a_BD5-Thermo_SRM_Pool_36_01_01-2xIT_2xHCD-1h-R4.raw	4
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	SRM_Pool_37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01640a_BE5-Thermo_SRM_Pool_37_01_01-2xIT_2xHCD-1h-R4.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01640a_BE5-Thermo_SRM_Pool_37_01_01-2xIT_2xHCD-1h-R4.raw	4
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	SRM_Pool_38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01640a_BF5-Thermo_SRM_Pool_38_01_01-2xIT_2xHCD-1h-R4.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01640a_BF5-Thermo_SRM_Pool_38_01_01-2xIT_2xHCD-1h-R4.raw	4
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	SRM_Pool_39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000264; NT=IonTrap	AC=MS:1000484; NT=Orbitrap	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01640a_BG5-Thermo_SRM_Pool_39_01_01-2xIT_2xHCD-1h-R4.raw	AC=MS:1000133;NT=CID	AC=MS:1000422;NT=HCD	not available	20 NCE	23 NCE	28 NCE	35 NCE	not available	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01640a_BG5-Thermo_SRM_Pool_39_01_01-2xIT_2xHCD-1h-R4.raw	4
