Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[organism part]	Characteristics[cell line]	Comment[proteomexchange accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 943	Homo sapiens	amelanotic melanoma	skin	melanocytes	M14	PXD005940	00523_B07_P003817_B0B_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B07_P003817_B0B_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 944	Homo sapiens	amelanotic melanoma	skin	melanocytes	M14	PXD005940	00523_G07_P003817_B0G_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G07_P003817_B0G_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 945	Homo sapiens	amelanotic melanoma	skin	melanocytes	M14	PXD005940	00523_E08_P003817_B0M_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E08_P003817_B0M_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 946	Homo sapiens	amelanotic melanoma	skin	melanocytes	M14	PXD005940	00523_D08_P003817_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D08_P003817_B0L_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 947	Homo sapiens	amelanotic melanoma	skin	melanocytes	M14	PXD005940	00523_C09_P003817_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C09_P003817_B0S_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 948	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_E12_P003818_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E12_P003818_B0U_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 949	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_C11_P003818_B0K_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C11_P003818_B0K_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 950	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_H12_P003818_B0X_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H12_P003818_B0X_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 951	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_A11_P003818_B0I_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A11_P003818_B0I_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 952	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_G12_P003818_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G12_P003818_B0W_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 953	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_F12_P003818_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F12_P003818_B0V_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 954	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_G11_P003818_B0O_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G11_P003818_B0O_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 955	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_B10_P003818_B0B_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B10_P003818_B0B_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 956	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_C10_P003818_B0C_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C10_P003818_B0C_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 957	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_D12_P003818_B0T_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D12_P003818_B0T_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 958	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_F10_P003818_B0F_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F10_P003818_B0F_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 959	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_B12_P003818_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B12_P003818_B0R_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 960	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_H10_P003818_B0H_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H10_P003818_B0H_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 961	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_E11_P003818_B0M_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E11_P003818_B0M_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 962	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_A10_P003818_B0A_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A10_P003818_B0A_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 963	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_C12_P003818_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C12_P003818_B0S_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 964	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_B11_P003818_B0J_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B11_P003818_B0J_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 965	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_G10_P003818_B0G_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G10_P003818_B0G_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 966	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_D11_P003818_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D11_P003818_B0L_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 967	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_D10_P003818_B0D_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D10_P003818_B0D_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 968	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_F11_P003818_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F11_P003818_B0N_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 969	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	PXD005940	00523_E10_P003818_B0E_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E10_P003818_B0E_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 970	Homo sapiens	invasive ductal carcinoma	pleura	mammary gland	MCF-7	PXD005940	00523_A12_P003818_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A12_P003818_B0Q_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 971	Homo sapiens	invasive ductal carcinoma	pleura	mammary gland	MCF-7	PXD005940	00523_H11_P003818_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H11_P003818_B0P_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 972	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_H03_P003819_B0X_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_H03_P003819_B0X_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 973	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_H02_P003819_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_H02_P003819_B0P_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 974	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_G01_P003819_B0G_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_G01_P003819_B0G_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 975	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_H01_P003819_B0H_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_H01_P003819_B0H_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 976	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_F03_P003819_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_F03_P003819_B0V_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 977	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_C01_P003819_B0C_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_C01_P003819_B0C_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 978	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_B02_P003819_B0J_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_B02_P003819_B0J_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 979	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_D03_P003819_B0T_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_D03_P003819_B0T_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 980	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_C02_P003819_B0K_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_C02_P003819_B0K_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 981	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_E01_P003819_B0E_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_E01_P003819_B0E_A00_R2.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 982	Homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	PXD005940	00524_A03_P003819_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00524_A03_P003819_B0Q_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
