source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[individual]	comment[data file]	comment[associated file uri]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	material type	factor value[organism part]
sample 4	homo sapiens	not available	not available	not available	Female	normal	not available	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH3.raw	12	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 4	homo sapiens	not available	not available	not available	Female	normal	not available	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH4.raw	13	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 4	homo sapiens	not available	not available	not available	Female	normal	not available	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH5.raw	14	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 4	homo sapiens	not available	not available	not available	Female	normal	not available	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH6.raw	15	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 4	homo sapiens	not available	not available	not available	Female	normal	not available	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH8.raw	16	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 5	homo sapiens	not available	not available	not available	Female	normal	not available	20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH11.raw	17	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 5	homo sapiens	not available	not available	not available	Female	normal	not available	20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH3.raw	12	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 5	homo sapiens	not available	not available	not available	Female	normal	not available	20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH4.raw	13	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 5	homo sapiens	not available	not available	not available	Female	normal	not available	20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH5.raw	14	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 5	homo sapiens	not available	not available	not available	Female	normal	not available	20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH6.raw	15	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 5	homo sapiens	not available	not available	not available	Female	normal	not available	20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH8.raw	16	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 1	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH11.raw	17	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 1	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH3.raw	12	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 1	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH4.raw	13	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 1	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH5.raw	14	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 1	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH6.raw	15	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 1	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH8.raw	16	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 2	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH11.raw	17	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 2	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH3.raw	12	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 2	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH4.raw	13	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 2	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH5.raw	14	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 2	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH6.raw	15	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 2	homo sapiens	not available	not available	not available	Female	normal	not available	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH8.raw	16	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 6	homo sapiens	not available	not available	not available	Female	normal	not available	20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH11.raw	17	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 6	homo sapiens	not available	not available	not available	Female	normal	not available	20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH3.raw	12	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 6	homo sapiens	not available	not available	not available	Female	normal	not available	20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH4.raw	13	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 6	homo sapiens	not available	not available	not available	Female	normal	not available	20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH5.raw	14	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 6	homo sapiens	not available	not available	not available	Female	normal	not available	20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH6.raw	15	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 6	homo sapiens	not available	not available	not available	Female	normal	not available	20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120125_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH8.raw	16	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 7	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH11.raw	17	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 7	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH3.raw	12	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 7	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH4.raw	13	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 7	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH5.raw	14	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 7	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH6.raw	15	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 7	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120203_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH8.raw	16	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 8	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH11.raw	17	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 8	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH3.raw	12	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 8	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH4.raw	13	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 8	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH5.raw	14	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 8	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH6.raw	15	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
sample 8	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH8.raw	16	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable		not available	not available
