source name	characteristics[organism]	characteristics[organism part]	characteristics[compound]	characteristics[duration]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[instrument]	characteristics[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 39	01762_G02_P018448_S00_I00_N15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_G02_P018448_S00_I00_N15_R1.raw	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 40	01762_H02_P018448_S00_I00_N16_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_H02_P018448_S00_I00_N16_R1.raw	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 41	01762_A03_P018448_S00_I00_N17_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_A03_P018448_S00_I00_N17_R1.raw	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 42	01762_B03_P018448_S00_I00_N18_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_B03_P018448_S00_I00_N18_R1.raw	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 43	01762_C03_P018448_S00_I00_N19_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_C03_P018448_S00_I00_N19_R1.raw	19	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 44	01762_D03_P018448_S00_I00_N20_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_D03_P018448_S00_I00_N20_R1.raw	20	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 45	01762_E03_P018448_S00_I00_N21_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_E03_P018448_S00_I00_N21_R1.raw	21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 46	01762_F03_P018448_S00_I00_N22_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_F03_P018448_S00_I00_N22_R1.raw	22	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 47	01762_G03_P018448_S00_I00_N23_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_G03_P018448_S00_I00_N23_R1.raw	23	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 2	Arabidopsis thaliana	leaf	compound: none	not aplicable	5W	plant cell	no enrichment	normal	run 48	01762_H03_P018448_S00_I00_N24_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_H03_P018448_S00_I00_N24_R1.raw	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 49	01762_A04_P018449_S00_I00_N01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_A04_P018449_S00_I00_N01_R1.raw	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 50	01762_B04_P018449_S00_I00_N02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_B04_P018449_S00_I00_N02_R1.raw	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 51	01762_C04_P018449_S00_I00_N03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_C04_P018449_S00_I00_N03_R1.raw	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 52	01762_D04_P018449_S00_I00_N04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_D04_P018449_S00_I00_N04_R1.raw	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 53	01762_E04_P018449_S00_I00_N05_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_E04_P018449_S00_I00_N05_R1.raw	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 54	01762_F04_P018449_S00_I00_N06_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_F04_P018449_S00_I00_N06_R1.raw	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 55	01762_G04_P018449_S00_I00_N07_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_G04_P018449_S00_I00_N07_R1.raw	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 56	01762_H04_P018449_S00_I00_N08_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_H04_P018449_S00_I00_N08_R1.raw	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 57	01762_A05_P018449_S00_I00_N09_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_A05_P018449_S00_I00_N09_R1.raw	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 58	01762_B05_P018449_S00_I00_N10_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_B05_P018449_S00_I00_N10_R1.raw	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 59	01762_C05_P018449_S00_I00_N11_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_C05_P018449_S00_I00_N11_R1.raw	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 60	01762_D05_P018449_S00_I00_N12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_D05_P018449_S00_I00_N12_R1.raw	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 61	01762_E05_P018449_S00_I00_N13_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_E05_P018449_S00_I00_N13_R1.raw	13	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 62	01762_F05_P018449_S00_I00_N14_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_F05_P018449_S00_I00_N14_R1.raw	14	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 63	01762_G05_P018449_S00_I00_N15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_G05_P018449_S00_I00_N15_R1.raw	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 64	01762_H05_P018449_S00_I00_N16_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_H05_P018449_S00_I00_N16_R1.raw	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 65	01762_A06_P018449_S00_I00_N17_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_A06_P018449_S00_I00_N17_R1.raw	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 66	01762_B06_P018449_S00_I00_N18_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_B06_P018449_S00_I00_N18_R1.raw	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 67	01762_C06_P018449_S00_I00_N19_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_C06_P018449_S00_I00_N19_R1.raw	19	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 68	01762_D06_P018449_S00_I00_N20_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_D06_P018449_S00_I00_N20_R1.raw	20	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 69	01762_E06_P018449_S00_I00_N21_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_E06_P018449_S00_I00_N21_R1.raw	21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 70	01762_F06_P018449_S00_I00_N22_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_F06_P018449_S00_I00_N22_R1.raw	22	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 71	01762_G06_P018449_S00_I00_N23_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_G06_P018449_S00_I00_N23_R1.raw	23	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 3	Arabidopsis thaliana	root	compound: none	not aplicable	1W	plant cell	no enrichment	normal	run 72	01762_H06_P018449_S00_I00_N24_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_H06_P018449_S00_I00_N24_R1.raw	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	root
Sample 4	Arabidopsis thaliana	stem	compound: none	not aplicable	4W	plant cell	no enrichment	normal	run 73	01774_A01_P018614_S00_I00_N01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01774_A01_P018614_S00_I00_N01_R1.raw	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 4	Arabidopsis thaliana	stem	compound: none	not aplicable	4W	plant cell	no enrichment	normal	run 74	01774_B01_P018614_S00_I00_N02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01774_B01_P018614_S00_I00_N02_R1.raw	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 4	Arabidopsis thaliana	stem	compound: none	not aplicable	4W	plant cell	no enrichment	normal	run 75	01774_C01_P018614_S00_I00_N03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01774_C01_P018614_S00_I00_N03_R1.raw	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 4	Arabidopsis thaliana	stem	compound: none	not aplicable	4W	plant cell	no enrichment	normal	run 76	01774_D01_P018614_S00_I00_N04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01774_D01_P018614_S00_I00_N04_R1.raw	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
Sample 4	Arabidopsis thaliana	stem	compound: none	not aplicable	4W	plant cell	no enrichment	normal	run 77	01774_E01_P018614_S00_I00_N05_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01774_E01_P018614_S00_I00_N05_R1.raw	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	stem
