source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	factor value[cell line]	characteristics[cell type]	characteristics[ancestry category]	assay name	comment[file uri]	comment[fractionation method]	characteristics[Technical replicate]	comment[fraction identifier]	comment[label]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	Factor Value[organism part]
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 90	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F2_EThcD.raw	not available	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:124	NT=Phosphorylation;MT=Variable;AC=UNIMOD:133	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001398	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F2_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 92	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F3_EThcD.raw	not available	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:126	NT=Phosphorylation;MT=Variable;AC=UNIMOD:134	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001400	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F3_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 94	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F4_EThcD.raw	not available	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:128	NT=Phosphorylation;MT=Variable;AC=UNIMOD:135	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001402	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F4_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 96	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F5_EThcD.raw	not available	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:130	NT=Phosphorylation;MT=Variable;AC=UNIMOD:136	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001404	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F5_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 98	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F6_EThcD.raw	not available	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:132	NT=Phosphorylation;MT=Variable;AC=UNIMOD:137	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001406	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F6_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 100	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F0_EThcD.raw	not available	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:134	NT=Phosphorylation;MT=Variable;AC=UNIMOD:138	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001408	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F0_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 102	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F1_EThcD.raw	not available	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:136	NT=Phosphorylation;MT=Variable;AC=UNIMOD:139	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001410	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F1_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 104	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F2_EThcD.raw	not available	2	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:138	NT=Phosphorylation;MT=Variable;AC=UNIMOD:140	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001412	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F2_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 106	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F3_EThcD.raw	not available	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:140	NT=Phosphorylation;MT=Variable;AC=UNIMOD:141	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001414	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F3_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 108	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F4_EThcD.raw	not available	2	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:142	NT=Phosphorylation;MT=Variable;AC=UNIMOD:142	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001416	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F4_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 110	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F5_EThcD.raw	not available	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:144	NT=Phosphorylation;MT=Variable;AC=UNIMOD:143	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001418	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F5_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 112	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F6_EThcD.raw	not available	2	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:146	NT=Phosphorylation;MT=Variable;AC=UNIMOD:144	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001420	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F6_EThcD.raw	Cell line	Cervix
Sample 9	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 113	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-NCE_C_R1_ETD.raw	not available	1	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:147	NT=Phosphorylation;MT=Variable;AC=UNIMOD:145	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001421	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-NCE_C_R1_ETD.raw	Cell line	Cervix
Sample 9	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-NCE_C_R2_ETD.raw	not available	2	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:149	NT=Phosphorylation;MT=Variable;AC=UNIMOD:146	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001423	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-NCE_C_R2_ETD.raw	Cell line	Cervix
Sample 9	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 117	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-NCE_C_R3_ETD.raw	not available	3	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:151	NT=Phosphorylation;MT=Variable;AC=UNIMOD:147	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001425	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-NCE_C_R3_ETD.raw	Cell line	Cervix
Sample 9	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 119	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-NCE_C_R4_ETD.raw	not available	4	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:153	NT=Phosphorylation;MT=Variable;AC=UNIMOD:148	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001427	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-NCE_C_R4_ETD.raw	Cell line	Cervix
