#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[growth condition]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	characteristics[medium]	assay name	technology type	comment[proteomics data acquisition method]	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
ASKA_pool23	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_23	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P51.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P51.wiff.scan
ASKA_pool24	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_24	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P52.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P52.wiff.scan
ASKA_pool25	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_25	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P54.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P54.wiff.scan
ASKA_pool26	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_26	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P56-P31.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P56-P31.wiff.scan
ASKA_pool27	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_27	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P01-P29_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P01-P29_IDA_1.wiff.scan
ASKA_pool28	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_28	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P05-P47_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P05-P47_IDA_1.wiff.scan
ASKA_pool29	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_29	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P07-P39_float_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P07-P39_float_IDA_1.wiff.scan
ASKA_pool30	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_30	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P09-P25_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P09-P25_IDA_1.wiff.scan
ASKA_pool31	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_31	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P12-P35_float_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P12-P35_float_IDA_1.wiff.scan
ASKA_pool32	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_32	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P14_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P14_IDA_1.wiff.scan
ASKA_pool33	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_33	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P16-P40_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P16-P40_IDA_1.wiff.scan
ASKA_pool34	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_34	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P24-P44_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P24-P44_IDA_1.wiff.scan
ASKA_pool35	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_35	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150113_Ecoli_IB_P45-P46_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150113_Ecoli_IB_P45-P46_IDA_1.wiff.scan
ASKA_pool36	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_36	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_GFP_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_GFP_IDA_1.wiff.scan
ASKA_pool37	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_37	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P15_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P15_IDA_1.wiff.scan
ASKA_pool38	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_38	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P17_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P17_IDA_1.wiff.scan
ASKA_pool39	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_39	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P21_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P21_IDA_1.wiff.scan
ASKA_pool40	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_40	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P48_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P48_IDA_1.wiff.scan
ASKA_pool41	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_41	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P48_IDA_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P48_IDA_2.wiff.scan
ASKA_pool42	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_42	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P49_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P49_IDA_1.wiff.scan
ASKA_pool43	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_43	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P49_IDA_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P49_IDA_2.wiff.scan
ASKA_pool44	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_44	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P50_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P50_IDA_1.wiff.scan
ASKA_pool45	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_45	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P53_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P53_IDA_1.wiff.scan
ASKA_pool46	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_46	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P53_IDA_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P53_IDA_2.wiff.scan
ASKA_pool47	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_47	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P55_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P55_IDA_1.wiff.scan
ASKA_pool48	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_48	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150117_Ecoli_Purification_P55_IDA_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150117_Ecoli_Purification_P55_IDA_2.wiff.scan
ASKA_pool49	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_49	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150225_Ecoli_purification_GFP_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150225_Ecoli_purification_GFP_IDA_1.wiff.scan
ASKA_pool50	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_50	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150225_Ecoli_purification_M1-5_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150225_Ecoli_purification_M1-5_IDA_1.wiff.scan
ASKA_pool51	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_51	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150225_Ecoli_purification_M11-14_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150225_Ecoli_purification_M11-14_IDA_1.wiff.scan
ASKA_pool52	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_52	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150225_Ecoli_purification_M6-8_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150225_Ecoli_purification_M6-8_IDA_1.wiff.scan
ASKA_pool53	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_53	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150225_Ecoli_purification_M910_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150225_Ecoli_purification_M910_IDA_1.wiff.scan
ASKA_pool54	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_54	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150414_Ecoli_puri_C1_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150414_Ecoli_puri_C1_IDA_1.wiff.scan
ASKA_pool55	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_55	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150414_Ecoli_puri_C2_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150414_Ecoli_puri_C2_IDA_1.wiff.scan
ASKA_pool56	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_56	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150414_Ecoli_puri_C3_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150414_Ecoli_puri_C3_IDA_1.wiff.scan
ASKA_pool57	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_57	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150414_Ecoli_puri_C4_IDA_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150414_Ecoli_puri_C4_IDA_1.wiff.scan
synthetic_peptide_pool13	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_13	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20150706_Ecoli_syntheticPeptides_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20150706_Ecoli_syntheticPeptides_1.wiff.scan
