source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[cell line]	characteristics[individual]	characteristics[material type]	assay name	technology type	comment[label]	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[cell line]
Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	cell	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01615.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01615.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MCF10A
Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	cell	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01616.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01616.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MCF10A
Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	cell	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01617.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01617.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MCF10A
Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	cell	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01618.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01618.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MCF10A
Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	cell	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01619.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01619.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MCF10A
Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	cell	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01623.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01623.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	cell	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01624.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01624.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	cell	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01625.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01625.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	cell	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01626.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01626.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	cell	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01627.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01627.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	cell	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01637.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01637.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB231
Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	cell	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01638.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01638.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB231
Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	cell	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01639.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01639.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB231
Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	cell	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01640.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01640.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB231
Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	cell	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01641.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01641.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB231
Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	cell	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01643.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01643.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	cell	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01644.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01644.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	cell	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01645.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01645.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	cell	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01646.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01646.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	cell	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01647.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01647.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	MDAMB453
Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01707.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01707.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01708.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01708.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01709.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01709.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01710.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01710.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01711.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01711.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	cell	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01713.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01713.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	cell	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01714.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01714.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	cell	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01715.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01715.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	cell	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01716.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01716.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	cell	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01717.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01717.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01725.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01725.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01726.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01726.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01727.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01727.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01728.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01728.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	cell	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01729.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01729.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1806
Sample 12	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	cell	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01733.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q01733.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
