Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[age]	Characteristics[sex]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[cell line]
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	run 54	A0253_kfs_20140421r_T84_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	run 55	A0253_kfs_20140421r_T84_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	run 56	A0253_kfs_20140421r_T84_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	run 57	A0253_kfs_20140421r_T84_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	run 58	A0253_kfs_20140421r_T84_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	run 59	A0253_kfs_20140421r_T84_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	run 60	A0253_kfs_20140421r_T84_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	T84
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 61	A0253_kfs_20140421r_V9P_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 62	A0253_kfs_20140421r_V9P_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 63	A0253_kfs_20140421r_V9P_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 64	A0253_kfs_20140421r_V9P_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 65	A0253_kfs_20140421r_V9P_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 66	A0253_kfs_20140421r_V9P_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 67	A0253_kfs_20140421r_V9P_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 68	A0253_kfs_20140421r_V9P_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 69	A0253_kfs_20140421r_V9P_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 70	A0253_kfs_20140421r_V9P_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 71	A0253_kfs_20140421r_V9P_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 72	A0253_kfs_20140421r_V9P_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 73	A0253_kfs_20140421r_V9P_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 74	A0253_kfs_20140421r_V9P_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 5	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	V9P	run 75	A0253_kfs_20140421r_V9P_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_V9P_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	V9P
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 76	A0253_kfs_20140421r_VACO4S_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 77	A0253_kfs_20140421r_VACO4S_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 78	A0253_kfs_20140421r_VACO4S_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 79	A0253_kfs_20140421r_VACO4S_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 80	A0253_kfs_20140421r_VACO4S_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 81	A0253_kfs_20140421r_VACO4S_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 82	A0253_kfs_20140421r_VACO4S_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 83	A0253_kfs_20140421r_VACO4S_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 84	A0253_kfs_20140421r_VACO4S_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 85	A0253_kfs_20140421r_VACO4S_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 86	A0253_kfs_20140421r_VACO4S_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 87	A0253_kfs_20140421r_VACO4S_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 88	A0253_kfs_20140421r_VACO4S_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 89	A0253_kfs_20140421r_VACO4S_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 6	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO4S	run 90	A0253_kfs_20140421r_VACO4S_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO4S_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO4S
Sample 7	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO5	run 91	A0253_kfs_20140421r_VACO5_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO5
Sample 7	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	VACO5	run 92	A0253_kfs_20140421r_VACO5_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_VACO5_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	VACO5
